inner,answer,object,name
Malcolm McDowell,Mary Steenburgen,DC Showcase: Green Arrow,movies
Malcolm McDowell,Mary Steenburgen,Kids of the Round Table,movies
Ted Danson,Mary Steenburgen,Nobel Son,movies
Ted Danson,Mary Steenburgen,Cousins,movies
Ted Danson,Mary Steenburgen,Creepshow,movies
Malcolm McDowell,Mary Steenburgen,Get Crazy,movies
Zsa Zsa Gabor,Frédéric Prinz von Anhalt,The Naked Gun 2½: The Smell of Fear,movies
Christel Bodenstein,Konrad Wolf,The Singing Ringing Tree,movies
Malcolm McDowell,Mary Steenburgen,Death Race 2050,movies
Ernst Matray,Maria Matray,Hilde Warren und der Tod,movies
Malcolm McDowell,Mary Steenburgen,"Tbilisi, I Love You",movies
Ted Danson,Mary Steenburgen,Homegrown,movies
Malcolm McDowell,Mary Steenburgen,Pact with the Devil,movies
Zsa Zsa Gabor,Frédéric Prinz von Anhalt,3 Ring Circus,movies
Malcolm McDowell,Mary Steenburgen,Richard the Lionheart,movies
Malcolm McDowell,Mary Steenburgen,Buy & Cell,movies
Malcolm McDowell,Mary Steenburgen,Hardcore,movies
Ted Danson,Mary Steenburgen,Saving Private Ryan,movies
Malcolm McDowell,Mary Steenburgen,Island of the Dead,movies
Malcolm McDowell,Mary Steenburgen,Look Back in Anger,movies
Monika Hansen,Otto Sander,Killer Condom,movies
Zsa Zsa Gabor,Frédéric Prinz von Anhalt,Picture Mommy Dead,movies
Malcolm McDowell,Mary Steenburgen,Il Maestro,movies
Ted Danson,Mary Steenburgen,Pontiac Moon,movies
Monika Hansen,Otto Sander,Der Einstein des Sex,movies
Malcolm McDowell,Mary Steenburgen,The Raging Moon,movies
Malcolm McDowell,Mary Steenburgen,How to Make Love Like an Englishman,movies
Ted Danson,Mary Steenburgen,Body Heat,movies
Malcolm McDowell,Mary Steenburgen,31,movies
Malcolm McDowell,Mary Steenburgen,Sanitarium,movies
Malcolm McDowell,Mary Steenburgen,Bombshell,movies
Ted Danson,Mary Steenburgen,Made in America,movies
Ted Danson,Mary Steenburgen,Mumford,movies
Malcolm McDowell,Mary Steenburgen,Tempo,movies
Malcolm McDowell,Mary Steenburgen,The Barber,movies
Malcolm McDowell,Mary Steenburgen,The Caller,movies
Malcolm McDowell,Mary Steenburgen,The List,movies
Malcolm McDowell,Mary Steenburgen,Superman: The Last Son of Krypton,movies
Monika Hansen,Otto Sander,"Faraway, So Close!",movies
Malcolm McDowell,Mary Steenburgen,East Wind,movies
Christian Kohlund,Elke Best,The Cheese Factory in the Hamlet,movies
Christel Bodenstein,Konrad Wolf,Beschreibung eines Sommers,movies
Malcolm McDowell,Mary Steenburgen,I'll Sleep When I'm Dead,movies
Malcolm McDowell,Mary Steenburgen,Barry Munday,movies
Malcolm McDowell,Mary Steenburgen,The Collection,movies
Malcolm McDowell,Mary Steenburgen,Schweitzer,movies
Ted Danson,Mary Steenburgen,Three Men and a Little Lady,movies
Zsa Zsa Gabor,Frédéric Prinz von Anhalt,Touch of Evil,movies
Malcolm McDowell,Mary Steenburgen,Evilenko,movies
Malcolm McDowell,Mary Steenburgen,Suing the Devil,movies
Christian Kohlund,Elke Best,The Pedestrian,movies
Ted Danson,Mary Steenburgen,Dad,movies
Malcolm McDowell,Mary Steenburgen,Red Roses and Petrol,movies
Malcolm McDowell,Mary Steenburgen,Vamps,movies
Ted Danson,Mary Steenburgen,The Amateurs,movies
Malcolm McDowell,Mary Steenburgen,Terminal Countdown,movies
Malcolm McDowell,Mary Steenburgen,The Employer,movies
Monika Hansen,Otto Sander,The Promise,movies
Malcolm McDowell,Mary Steenburgen,Disturbed,movies
Malcolm McDowell,Mary Steenburgen,Mirror Wars,movies
Alena Šeredová,Gianluigi Buffon,Christmas in Love,movies
Monika Hansen,Otto Sander,Unveiled,movies
Christian Kohlund,Elke Best,Leo Sonnyboy,movies
Ernst Matray,Maria Matray,Nathan the Wise,movies
Ted Danson,Mary Steenburgen,Getting Even with Dad,movies
Malcolm McDowell,Mary Steenburgen,The First 9½ Weeks,movies
Malcolm McDowell,Mary Steenburgen,Bopha!,movies
Malcolm McDowell,Mary Steenburgen,Class of 1999,movies
Malcolm McDowell,Mary Steenburgen,Antiviral,movies
Malcolm McDowell,Mary Steenburgen,Silent Night,movies
Ted Danson,Mary Steenburgen,Ted,movies
Carmen Kass,Eric Lobron,Zoolander,movies
Malcolm McDowell,Mary Steenburgen,The Surgeon,movies
Christel Bodenstein,Konrad Wolf,Viel Lärm um nichts,movies
Ted Danson,Mary Steenburgen,Big Miracle,movies
Malcolm McDowell,Mary Steenburgen,O Lucky Man!,movies
Zsa Zsa Gabor,Frédéric Prinz von Anhalt,The Beverly Hillbillies,movies
Malcolm McDowell,Mary Steenburgen,Mortacci,movies
Malcolm McDowell,Mary Steenburgen,Inhabited,movies
Malcolm McDowell,Mary Steenburgen,Never Apologize,movies
Ted Danson,Mary Steenburgen,Mad Money,movies
Malcolm McDowell,Mary Steenburgen,Asylum,movies
Zsa Zsa Gabor,Frédéric Prinz von Anhalt,A Nightmare on Elm Street 3: Dream Warriors,movies
Malcolm McDowell,Mary Steenburgen,"L.A., I Hate You",movies
Malcolm McDowell,Mary Steenburgen,My Life So Far,movies
Christine Taylor,Ben Stiller,The Wedding Singer,movies
Christine Taylor,Ben Stiller,Zoolander,movies
Grete Mosheim,Oskar Homolka,The Little Slave,movies
Grete Mosheim,Oskar Homolka,"Moritz, Dear Moritz",movies
Abhishek Bachchan,Aishwarya Rai,Shararat,movies
Elisabeth Neumann-Viertel,Berthold Viertel,The Eternal Waltz,movies
Abhishek Bachchan,Aishwarya Rai,Naach,movies
Hannelore Schroth,Hans Hass,Before Sundown,movies
Abhishek Bachchan,Aishwarya Rai,Phir Milenge,movies
Agnes Fink,Bernhard Wicki,Das Mädchen und der Staatsanwalt,movies
Abhishek Bachchan,Aishwarya Rai,Lage Raho Munna Bhai,movies
Abhishek Bachchan,Aishwarya Rai,Dhoom,movies
World Combat League,Carrollton,Chuck Norris,companies
Gala-Salvador Dalí Foundation,Figueres,Salvador Dalí,companies
Free India Centre,Tiergarten,Subhash Chandra Bose,companies
Azad Hind Radio,Germany,Subhash Chandra Bose,companies
Xbox Game Studios,Redmond,Bill Gates,companies
Deutsche Hochschule für Politik,Berlin,Theodor Heuss,companies
Republican People's Party,Çankaya,Mustafa Kemal Atatürk,companies
Q47538944,Bonn,Walter Scheel,companies
Friedrich Naumann Foundation,Potsdam,Theodor Heuss,companies
R20 Regions of Climate Action,Geneva,Arnold Schwarzenegger,companies
Interview,New York City,Andy Warhol,companies
Blériot,France,Louis Blériot,companies
Éditeurs français réunis,Paris,Louis Aragon,companies
Institute for Works of Religion,Vatican City,Pius XII,companies
Cegid Group,Lyon,Jean-Michel Aulas,companies
Cascade Investment,Kirkland,Bill Gates,companies
Bill & Melinda Gates Foundation,Seattle,Bill Gates,companies
Google,Mountain View,Larry Page,companies
Friedrich Naumann Foundation,Truman-Villa,Theodor Heuss,companies
Q3550331,Nice,Henri Matisse,companies
Northern Songs,London,Paul McCartney,companies
Law and Justice,Warsaw,Lech Kaczyński,companies
Q3550331,Cagnes-sur-Mer,Henri Matisse,companies
Atticus Clothing,San Diego,Mark Hoppus,companies
Playtone,Santa Monica,Tom Hanks,companies
Playtone,Tokyo,Tom Hanks,companies
Microsoft,Microsoft Redmond Campus,Bill Gates,companies
Death Row Records,Beverly Hills,Dr. Dre,companies
Heal the World Foundation,United States of America,Michael Jackson,companies
Congress for the Republic,Tunis,Moncef Marzouki,companies
Q25379453,Strasbourg,Georges Pompidou,companies
Microsoft Research,Redmond,Bill Gates,companies
Corbis,Seattle,Bill Gates,companies
G-Unit Records,United States of America,50 Cent,companies
Surtees,Kent,John Surtees,companies
Electric Lady Studios,West Eighth Street – New York Aquarium,Jimi Hendrix,companies
The Salvation Army,London,Michael Jackson,companies
TerraPower,Bellevue,Bill Gates,companies
Dongfeng Motor Corporation,Wuhan,Mao Zedong,companies
Turkey Business Bank,Istanbul,Mustafa Kemal Atatürk,companies
Left Party,rue Doudeauville,Jean-Luc Mélenchon,companies
Marv Films,United Kingdom,Matthew Vaughn,companies
Financial Information Authority,Palazzo San Carlo,Benedict XVI,companies
Shady Records,New York City,Eminem,companies
Q813390,Q1773986,Helmut Schmidt,companies
Q813390,Berlin,Helmut Schmidt,companies
HandMade Films,London,George Harrison,companies
Doggystyle Records,Diamond Bar,Snoop Dogg,companies
Beats Electronics,Culver City,Dr. Dre,companies
Kaspersky,Moscow,Eugene Kaspersky,companies
Rocket Pictures,London,Elton John,companies
Kaspersky,Leningradskoye Highway,Eugene Kaspersky,companies
Ankara University,Ankara,Mustafa Kemal Atatürk,companies
MPL Communications,London,Paul McCartney,companies
MPL Communications,New York City,Paul McCartney,companies
Livestrong Foundation,Austin,Lance Armstrong,companies
Aftermath Entertainment,Santa Monica,Dr. Dre,companies
WingNut Films,Wellington,Peter Jackson,companies
Macbeth Footwear,Carlsbad,Tom DeLonge,companies
Aachener Domchor,Aachen,Charlemagne,companies
bgC3,Kirkland,Bill Gates,companies
Fahrzeug- und Maschinenbau Regensburg,Bavaria,Fritz Fend,companies
Deutsche Parlamentarische Gesellschaft,Q2139767,Joseph-Ernst Graf Fugger von Glött,companies
Brigham Young University,Provo,Karl G. Maeser,companies
Rowohlt Verlag,Hamburg,Ernst Rowohlt,companies
Rolf Disch Solar Architecture,Freiburg im Breisgau,Rolf Disch,companies
Focus,Berlin,Helmut Markwort,companies
Bochumer Verein,Bochum,Jacob Mayer,companies
Schocken Books,New York City,Salman Schocken,companies
Enercon,Aurich,Aloys Wobben,companies
Society for Threatened Peoples,Göttingen,Tilman Zülch,companies
Seyler & Tillemann,Hamburg,Abel Seyler,companies
Arri,Munich,August Arnold,companies
Pelham Power Productions,Frankfurt,Moses Pelham,companies
Foundation E.G. Bührle,Zürich,Emil Georg Bührle,companies
Harrassowitz Verlag,Wiesbaden,Otto Harrassowitz,companies
Schmidt Spiele,Berlin,Josef Friedrich Schmidt,companies
HWA AG,Affalterbach,Hans-Werner Aufrecht,companies
Mortemer Abbey,Lisors,Henry I of England,companies
Certina Holding,Grünwald,Hans Wehrmann,companies
Suhrkamp Verlag,Berlin,Peter Suhrkamp,companies
Henschel & Sohn,Kassel,Carl Henschel,companies
Piper-Heidsieck,Reims,Florens-Louis Heidsieck,companies
Albatros,Berlin,Enno Walther Huth,companies
Berthold Type Foundry,Berlin,Hermann Berthold,companies
German Academy of Sciences Leopoldina,Halle (Saale),Johann Lorenz Bausch,companies
Bund für Umwelt und Naturschutz Deutschland,Berlin,Herbert Gruhl,companies
Donner & Reuschel,Hamburg,Corad Hinrich Donner,companies
Force Républicaine,Paris,François Fillon,companies
Maschinenfabrik Esslingen,Esslingen,Emil Kessler,companies
Q51815798,Berlin,Marieluise Beck,companies
Fielmann,Barmbek-Süd,Günther Fielmann,companies
Q39740770,Basel,Herbert A. Cahn,companies
Youth Aliyah,Berlin,Recha Freier,companies
Hochschild Mining,London,Moritz Hochschild,companies
Westdeutscher Verlag,Leverkusen,Friedrich Middelhauve,companies
Mercedes-AMG,Affalterbach,Hans-Werner Aufrecht,companies
Musikverlag RUNDEL GmbH,Rot an der Rot,Siegfried Rundel,companies
Q1378924,Eutin,Johann Heinrich Böhmcker,companies
"Bolckow, Vaughan",Middlesbrough,Henry Bolckow,companies
Carl Hanser Verlag,Munich,Carl Hanser,companies
The Republicans,Munich,Franz Handlos,companies
German New Guinea Company,Berlin,Adolph von Hansemann,companies
Wanzl,Leipheim,Rudolf Wanzl,companies
Netzwerk Berlin,Berlin,Hans-Peter Bartels,companies
Knorr-Bremse,Berlin,Georg Knorr,companies
Knorr-Bremse,Munich,Georg Knorr,companies
Heckler & Koch,Oberndorf am Neckar,Theodor Koch,companies
Frog Design Inc.,San Francisco,Hartmut Esslinger,companies
Communist League,London,Karl Schapper,companies
Communist League,Cologne,Karl Schapper,companies
Heckler & Koch,Oberndorf am Neckar,Alex Seidel,companies
Palladio Film,Cologne,Niko von Glasow,companies
Breitkopf & Härtel,Wiesbaden,Bernhard Christoph Breitkopf,companies
Inditex,Arteixo,Amancio Ortega,companies
Aldi,Essen,Karl Albrecht,companies
Fatah,Ramallah,Yasser Arafat,companies
Young Army Cadets National Movement,Q4092622,Sergey Shoygu,companies
Boone and Crockett Club,Missoula,Theodore Roosevelt,companies
Church of Satan,San Francisco,Anton LaVey,companies
Energy Conversion Devices,Auburn Hills,Stanford R. Ovshinsky,companies
Young Army Cadets National Movement,DOSAAF,Sergey Shoygu,companies
Church of Satan,Poughkeepsie,Anton LaVey,companies
Militant League for German Culture,Bavaria,Franz Xaver Schwarz,companies
National Geographic Society,Northwest,Alexander Graham Bell,companies
Facebook,Menlo Park,Mark Zuckerberg,companies
Q3550331,Nice,Pierre Bonnard,companies
Echo Films,Washington,Jennifer Aniston,companies
Crisis Management Initiative,Kaartinkaupunki,Martti Ahtisaari,companies
Gardner-Serpollet,Paris,Léon Serpollet,companies
Rolex,Geneva,Hans Wilsdorf,companies
Library Bureau,Boston,Melvil Dewey,companies
Filmverlag der Autoren,Berlin,Hark Bohm,companies
Federal Trade Commission,Federal Trade Commission Building,Woodrow Wilson,companies
Q3550331,Cagnes-sur-Mer,Pierre Bonnard,companies
Q15310024,Kiev,Vitaliy Klitschko,companies
Brasier,Ivry-sur-Seine,Georges Richard,companies
International Centre for Theoretical Physics,Trieste,Abdus Salam,companies
Company of One Hundred Associates,France,Cardinal Richelieu,companies
College of Arms,London,Philip II of Spain,companies
Party of Civic Rights,Prague 10,Miloš Zeman,companies
Bell Labs,Murray Hill,Alexander Graham Bell,companies
Pies Descalzos Foundation,Colombia,Shakira,companies
Bell Labs,United States of America,Alexander Graham Bell,companies
Aerojet,Rancho Cordova,Frank Malina,companies
Fondation Hans Wilsdorf,Geneva,Hans Wilsdorf,companies
Escolanía de El Escorial,El Escorial,Philip II of Spain,companies
Zara,A Coruña,Amancio Ortega,companies
Académie française,Paris,Cardinal Richelieu,companies
Solidarnost,Moscow,Garry Kasparov,companies
OVO Sound,Toronto,Drake,companies
Federal Bureau of Investigation,"Washington, D.C.",Theodore Roosevelt,companies
AT&T Laboratories,Florham Park,Alexander Graham Bell,companies
Yash Raj Films,Mumbai,Yash Chopra,companies
University of Lille,Lille,Philip II of Spain,companies
Instituto de España,Auditorium of Universidad Complutense,Francisco Franco,companies
Naval Group,Paris,Cardinal Richelieu,companies
Q10338661,Rio de Janeiro,Eike Batista,companies
United Russia,Moscow,Sergey Shoygu,companies
Organization of Modern Extreme Grappling Arts,United States of America,Matt Hardy,companies
United States Bureau of Reclamation,"Washington, D.C.",Theodore Roosevelt,companies
Cha Cha Cha Films,Mexico City,Alfonso Cuarón,companies
Patrimonio Nacional,Madrid,Francisco Franco,companies
Imprimerie nationale,Paris,Cardinal Richelieu,companies
EBX Group,Flamengo District,Eike Batista,companies
Commission on Science and Technology for Sustainable Development in the South,Islamabad,Abdus Salam,companies
Royal Porcelain Factory,Berlin,Frederick II of Prussia,companies
Bershka,Arteixo,Amancio Ortega,companies
Communist Party of the Russian Soviet Federative Socialist Republic,Moscow,Mikhail Gorbachev,companies
Himalayan Trust,New Zealand,Edmund Hillary,companies
Alexander Graham Bell Association for the Deaf and Hard of Hearing,"Washington, D.C.",Alexander Graham Bell,companies
OGX,Rio de Janeiro,Eike Batista,companies
Democratic Party of Serbia,Belgrade,Vojislav Koštunica,companies
The Gorbachev Foundation,Moscow,Mikhail Gorbachev,companies
United States Forest Service,Sidney Yates Building,Theodore Roosevelt,companies
Green Cross International,Kyoto,Mikhail Gorbachev,companies
Yash Raj Films International,London Borough of Hounslow,Yash Chopra,companies
Nomadix,Agoura Hills,Leonard Kleinrock,companies
Library of the Monastery of El Escorial,El Escorial,Philip II of Spain,companies
Social Democratic Party of Russia,Moscow,Mikhail Gorbachev,companies
MMX Mineração,Rio de Janeiro,Eike Batista,companies
University of Granada,Granada,Charles V,companies
AT&T Corporation,Bedminster,Alexander Graham Bell,companies
YRF Television,Mumbai,Yash Chopra,companies
Uterqüe,Tordera,Amancio Ortega,companies
Plan B Entertainment,Los Angeles,Jennifer Aniston,companies
Preussische Staatsbank,Berlin,Frederick II of Prussia,companies
Daimler Motors Corporation,Berlin,Gottlieb Daimler,companies
Meissen porcelain,Meissen,Augustus II the Strong,companies
Les Films du Carrosse,Paris,François Truffaut,companies
Nadace Dagmar a Václava Havlových VIZE 97,Prague,Dagmar Havlová,companies
J.P. Morgan & Co.,New York City,J. P. Morgan,companies
Movement for Democratic Change – Tsvangirai,Morgan Tsvangirai House,Morgan Tsvangirai,companies
News Corp,1211 Avenue of the Americas,Rupert Murdoch,companies
Women's Tennis Association,St. Petersburg,Billie Jean King,companies
Party of Regions,Kiev,Mykola Azarov,companies
Fox Corporation,1211 Avenue of the Americas,Rupert Murdoch,companies
administrative court of appeal in Stockholm,Old Parliament House,Charles XI of Sweden,companies
People's Movement Party,Bucharest,Traian Băsescu,companies
Daimler Motors Corporation,Stuttgart,Gottlieb Daimler,companies
International Mercantile Marine Co.,United States of America,J. P. Morgan,companies
Filmverlag der Autoren,Berlin,Wim Wenders,companies
Falange,Madrid,José Antonio Primo de Rivera,companies
University of Tartu,Tartu,Gustavus Adolphus of Sweden,companies
TriTe,Moscow,Nikita Mikhalkov,companies
William Alanson White Institute,New York City,Erich Fromm,companies
Peres Center for Peace,Jerusalem,Shimon Peres,companies
Oprah Winfrey Network,Chicago,Oprah Winfrey,companies
U.S. Steel,Pittsburgh,J. P. Morgan,companies
Scott Free Productions,London,Ridley Scott,companies
Václav Havel Library,Prague,Dagmar Havlová,companies
OpenStreetMap,Sutton Coldfield,Steve Coast,companies
Supreme Court of Sweden,Bonde Palace,Gustav III of Sweden,companies
Peruvian Nationalist Party,Lima,Ollanta Humala,companies
Congress for Democracy and Progress,Ouagadougou,Blaise Compaoré,companies
Flying Bark Productions,Sydney,Yoram Gross,companies
Party of Regions,Kiev,Petro Poroshenko,companies
Daimler-Benz,Stuttgart,Gottlieb Daimler,companies
Dubai World,Dubai,Mohammed bin Rashid Al Maktoum,companies
American Legion,Indianapolis,Dwight Filley Davis,companies
Zoetrope: All-Story,San Francisco,Francis Ford Coppola,companies
Opel,Rüsselsheim am Main,Adam Opel,companies
Horch,Zwickau,August Horch,companies
Horch,Saxony,August Horch,companies
Bucharest Academy of Economic Studies,Bucharest,Carol I of Romania,companies
Swedish Agency for Public Management,Stockholm,Gustavus Adolphus of Sweden,companies
World Wide Fund for Nature,Gland,Prince Bernhard of the Netherlands,companies
Studio Ghibli,Koganei,Hayao Miyazaki,companies
Nymphenburg Porcelain Manufactory,Munich,"Maximilian III Joseph, Elector of Bavaria",companies
Nestlé,Vevey,Henri Nestlé,companies
21st Century Fox,New York City,Rupert Murdoch,companies
University of Pécs,Pécs,Louis I of Hungary,companies
American Fur Company,New York City,John Jacob Astor I,companies
Sky,Isleworth,Rupert Murdoch,companies
"Legal, Financial and Administrative Services Agency",Q10502398,Gustav I of Sweden,companies
El Deseo,Madrid,Pedro Almodóvar,companies
Harpo Productions,Chicago,Oprah Winfrey,companies
Lund University,Lund,Charles XI of Sweden,companies
Udet-Flugzeugbau,Munich,Ernst Udet,companies
Porsche,Stuttgart,Ferdinand Porsche,companies
Israel Aerospace Industries,Lod,Shimon Peres,companies
Georgian Dream,Tbilisi,Bidzina Ivanishvili,companies
Al Jazeera,Doha,Hamad bin Khalifa Al Thani,companies
Griffith R. Harsh IV and Margaret C Whitman Charitable Foundation,Saratoga Springs,Meg Whitman,companies
KAICIID Dialogue Centre,Vienna,Abdullah of Saudi Arabia,companies
Turku Court of Appeal,Old Academy Building,Gustavus Adolphus of Sweden,companies
R. K. Films,Chembur,Raj Kapoor,companies
Party for Bosnia and Herzegovina,Sarajevo,Haris Silajdžić,companies
Bob's,Rio de Janeiro,Bob Falkenburg,companies
Sky Italia,Milan,Rupert Murdoch,companies
Sky Italia S.r.l.,Rome,Rupert Murdoch,companies
